Tweet,Message,Match,Polarity
803, RT    Some seniors say a new prescription refill policy aimed at protecting Canada s drug supply is costing them more money  and pu,NONE,neutral
804, RT    The Canada Revenue Agency will open its application portals this morning to those born in the first three months of the year,NONE,neutral
805, RT    Teachers and education staff have been working hard to provide flexible teaching solutions for all students  As a pare,NONE,neutral
806, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
807, RT   cressy  The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could also upzo,NONE,neutral
808, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
809, RT   cressy  The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could also upzo,NONE,neutral
810, Would it be possible to chart for Canada  individual Provinces and perhaps each large metropolitan ar,NONE,neutral
811, RT    These are a few of the companies that have called after seeing my daughter and I dance      Bolshoi Ballet  Moscow  Nationa,NONE,neutral
812, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
813, Super cool to see the Vanderbilt University E  Bronson Ingram College project won the Best Higher Education Researc,"super,cool,won,best",positive
814, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
815, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
816, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
817, RT     Scientists from 42 countries are now warning their governments about the emerging health problems associated wireless radi,"warning,problems",negative
818, RT    What did Unions give us    via   network      medium  blog  essay  news  politics  government  capitalism  s,NONE,neutral
819, RT   Shxmmy   I got some hoes in the six up in Canada  which one of y all Toronto hoes fucked jay Gwuapo when he came for the concert,NONE,neutral
820, No joke I swear in Moncton NB Canada there was a auto shop called Hastings Piston Rings,joke,negative
821, RT    More bad news at Canada s biggest newspaper  Toronto Star  to eliminate 85 positions  reduce executive pay as ad reven,bad,negative
822, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
823, RT    Protecting our public means protecting and fortifying our health care system   remarkable work being done by capacity plan,"remarkable,work",positive
824, RT        Light      tbt Jan 29th Tam  pontificating about racism       1st Cdn case Jan 25  t,racism,negative
825, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
826, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
827, What did Unions give us    via   network      medium  blog  essay  news  politics  government,NONE,neutral
828, RT    Excited to say that I have committed to Xavier University in NOLA to further my education and baseball career  I truly,excited,positive
829, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
830, University of St  Thomas offers empty residence hall room to hospitals via      BeYourBoldSelf,NONE,neutral
831, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
832, UT trustees emerge from special meeting to discuss  trade secrets  only to announce no action would be taken,NONE,neutral
833, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
834, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
835, RT    Protecting our public means protecting and fortifying our health care system   remarkable work being done by capacity plan,"remarkable,work",positive
836, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
837, Anyone who tells you these drugs work  or don t work  is not basing,work,positive
838, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
839, RT    Innovation lesson from every field of education  amp  work  University in Japan had graduates attend ceremony via  Robots during,"innovation,work",positive
840, its not enolu    Hi      Spring 2015   Beta Nu at Emporia State University    Graduated in Spring 2016 w,NONE,neutral
841, My Academic Journey Into Internal Medicine  The Ohio State University As a result of the SARS CoV 2 virus,virus,negative
842, RT    More bad news at Canada s biggest newspaper  Toronto Star  to eliminate 85 positions  reduce executive pay as ad reven,bad,negative
843, There have been complaints in multiple cities of authorities being too stringent in their enforcement of new rules,"complaints,stringent",negative
844, RT    In our upcoming PopClass connect with   speaker    University professor of education  and published aut,NONE,neutral
845, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
846, RT   miller3  After a n  conversation with   I m honored to receive an opportunity to further my education  amp  play divisi,honored,positive
847, RT    My awesome clinical partner Dr Nicole Look Hong got promoted to Associate Professor of Surgery at the University of To,awesome,positive
848, In our upcoming PopClass connect with   speaker    University professor of education  and published,NONE,neutral
849, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
850, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
851, amp   1 most recommended university in the U S   Wall Street Journal  amp  Times Higher Education   amp   1 best college in Vi,"recommended,best",positive
852, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
853, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
854, Thanks  are Canadians travelling from South American allowed to transit thru a US airport,NONE,neutral
855, RT   Heroux  I m not going to stop posting these nightly celebrations for frontline medical workers and essential services employees,NONE,neutral
856, RT    Congratulations to Ashley Dlugolinski      on you acceptance to Kent State University  majoring in Early Chil,congratulations,positive
857, Essential service  People line up outside a liquor store in Toronto Canada  I ve blurred the faces of the individua,blurred,negative
858, RT    I want to thank God  my family  and all the coaches trainers that have ever helped me  I will be continuing my education,"thank,helped",positive
859, I m so happy to hear this,happy,positive
860, Protecting our public means protecting and fortifying our health care system   remarkable work being done by capaci,"remarkable,work",positive
861, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
862, RT    Some seniors say a new prescription refill policy aimed at protecting Canada s drug supply is costing them more money  and pu,NONE,neutral
863, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
864, Wood and Its Life Cycle  A tree casting its shadow on a side street in Leslieville  with some houses at the back,NONE,neutral
865, RT      canada       That was Mr  Harper  too  They are amazingly picky about c,NONE,neutral
866, RT    Ford issued a statement on Monday  after publicly stating that a truck load of three million masks  destined for Canadian ho,NONE,neutral
867, RT   cressy  The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could also upzo,NONE,neutral
868, the Happy Birthday Mog from Toronto  Ontario  Canada  Keep reading,happy,positive
869, RT    Stressed about home schooling  We ve asked Dr  Sejal Patel  early childhood researcher at    and mom of two,NONE,neutral
870, RT    up now at   is the april 4  2020 edition of the watt from pedro show w on air guest marco porsia,NONE,neutral
871, Congratulations to Ashley Dlugolinski      on you acceptance to Kent State University  majoring in Early,congratulations,positive
872, Essential service  People line up outside a liquor store in Toronto Canada  I ve blurred the faces of the individua,blurred,negative
873, RT   deee     If you care about accountability of higher education admin and standing up against racial injust,NONE,neutral
874, RT   cressy  The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could also upzo,NONE,neutral
875, Fully Funded MBA  Centenary   International  Scholarship at  Swansea  University in UK   2020,NONE,neutral
876, RT   cressy  The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could also upzo,NONE,neutral
877, The COVID 19 crisis is an opportunity to end homelessness  But as part of our broader economic recovery  we could a,NONE,neutral
878, RT    Today  more than ever  we need new alternatives in world medicine  I applaud the initiative of   and the Tecno,applaud,positive
879, RT   75    Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of Br,NONE,neutral
880, RT      Athabasca University   George Brown College   University of Windsor   Dalhousie University   Mount Royal University,NONE,neutral
881, THE WOMAN WHO PUT THIS CURSE ON ME IS MY MOTHER CYNTHIA FAYE KNIGHT GROVES OR AKA CYNTHIA GROVES MY BIOLOGICAL MOTH,curse,negative
882, RT    UAMS has a unique combination of education  research and clinical expertise that promotes and supports teamwork and  divers,supports,positive
883, RT   75    Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of Br,NONE,neutral
884, Ah well  Maybe then it s time to change the system and not put as,well,positive
885, RT   5  Even in Canada there s no where Toronto  deeps,NONE,neutral
886, RT    Excited to say that I have committed to Xavier University in NOLA to further my education and baseball career  I truly,excited,positive
887, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
888, RT    presentations for UG students of Ayurveda  Unani  Homeopathy  Naturopathy and Yoga streams  They may be accessed at the follow,NONE,neutral
889, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
890, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
891, RT    Excited to say that I have committed to Xavier University in NOLA to further my education and baseball career  I truly,excited,positive
892, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
893, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
894, RT    After talking with   I m extremely blessed to receive an offer to continue my education and football car,NONE,neutral
895, Almost therapeutic   COVID 19 pandemic has many people turning to their gardens   CBC News,NONE,neutral
896, RT    TORONTO  AP    The premier of Canada s most populous province said Monday U S  officials have stopped 3 million masks f,premier,positive
897, RT    The Alberta Government just provided a  1 billion loan and over  4 billion in loan guarantees to TC Energy to build the K,NONE,neutral
898, RT   12  Meet the Class of 2020 of Cross County High School                                Kenna Holtzen Future Plans  Attend Conc,NONE,neutral
899, Postpone  My date is July 3 Toronto and the city is currently officially closed for events until the 3,NONE,neutral
900, RT    Princess Diana shaking the hand of an AIDS victim with no gloves on  a move that would work to reduce AIDS stigma and help,NONE,neutral
901, Education  Dwight Englewood School  University of Rochester  Princeton University  The Elisabeth Morrow School   An,NONE,neutral
902, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
903, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
904, Education  Keio University  Environment and Information Studies major,NONE,neutral
905, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
906, RT    The MA Programme in Peace Education at the University for Peace has been selected for the Joint Japan World Bank Graduate,peace,positive
907, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
908, RT      Canada since Pride Toronto is cancelled  will you be donating to a local toronto charity in lieu of pride marketing,pride,positive
909, RT    What you need to know about sex  amp   COVID19  RT    A useful COVID 19 fact sheet for those of you who wis,useful,positive
910, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
911, RT    Our     team is looking for an academic vascular surgeon  Apply now for Assistant   Associate   Full Pr,NONE,neutral
912, RT    ATU Local 113 President Carlos Santos is calling on the TTC  to supply its frontline employees with personal protective eq,protective,positive
913, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
914, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
915, RT    Excited to announce my commitment to continue my education and football career at the University of Mount Union  Thank y,"excited,commitment,thank",positive
916, I m doing giveaway  1000 to first 25 babies today kindly dm me get spoil ASAP  seekingarrangement   sugarbabyforme,NONE,neutral
917, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
918, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
919, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
920, Tim Baker  Toronto Canada  eh  HR Pro  Once the pandemic is over I m going to invite all my friends for a BBQ  that,NONE,neutral
921, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
922, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
923, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
924, RT    Completely free online classes from U C  Berkeley  Yale  Harvard  Boston University  and Georgia Tech    Why is higher educ,free,positive
925, The school district better leave me the fuck alone  Leave us alone  Your school system is dogshit anyways  My daugh,NONE,neutral
926, RT    Excited to announce my commitment to continue my education and football career at the University of Mount Union  Thank y,"excited,commitment,thank",positive
927, RT   miller3  After a n  conversation with   I m honored to receive an opportunity to further my education  amp  play divisi,honored,positive
928, They shipped three full days after ordering and Canada Post took the weekend to get them,NONE,neutral
929, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
930, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
931, RT    The Center for the Study of Economic Mobility at Winston Salem State University says now  during the global pandemic,NONE,neutral
932, RT    More bad news at Canada s biggest newspaper  Toronto Star  to eliminate 85 positions  reduce executive pay as ad reven,bad,negative
933, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
934, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
935, Year to date  Toronto Homicides  18  Male  13 Female  5  projected 2020 total  68 63  78 in 2019   projected homici,NONE,neutral
936, RT       While the  police say that they re tasked with protecting the public  that s only a certain public t,NONE,neutral
937, RT    I always tell people to research the Rockefeller family  their Foundation and University etc   They created the pharmaceutic,NONE,neutral
938, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
939, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
940, The   universities will work with the school system to find the best possible pathway for Australia s year 12 st,"work,best",positive
941, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
942, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
943, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
944, RT    By combining refugee resettlement and tertiary education opportunities in Canada       and   has changed,NONE,neutral
945, RT   MMF  Federal COVID 19 benefits program portal opens today  Here s how to apply   CBC News,benefits,positive
946, Please people keep a look out in Windsor or Toronto Canada,NONE,neutral
947, RT    Hoping we can still break 100k raised today alone for    Mayor   kicked off the campaign not even,break,negative
948, Hello this is Kennedi Hudson  graduating senior at Brusly High School  Furthering my education at Southern Universi,NONE,neutral
949, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
950, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
951, RT   75    Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of Br,NONE,neutral
952, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
953, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
954, Dine with a fancy table    Straight Cut Suar Table with Chrome U Legs,fancy,positive
955, RT   miller3  After a n  conversation with   I m honored to receive an opportunity to further my education  amp  play divisi,honored,positive
956, RT   env econ  The CFAES Knowledge Exchange  Ohio State University Extension  and CFAES Research communities are pleased to launch the C,pleased,positive
957, RT    NEW  Extra ventilators arrive in Ontario hospital ICUs to aid  COVID19 patients    has learned,NONE,neutral
958, For further inquiries about Lagos City Polytechnic Admission   please call   08086784660   08105782278 or send an e,NONE,neutral
959, RT    A research report by Bill Marczak and John Scott Railton from the University of Toronto s Citizen Lab highlighted seve,NONE,neutral
960, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
961, RT    We would like to congratulate Zach Szul  Anthony Wayne  on his commitment to continue his education and play   at Ohio D,"like,congratulate,commitment",positive
962, Blockchain in the university  a digital technology to design  implement  amp  manage global learning itineraries  Pablo,NONE,neutral
963, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
964, Did you know the longest street in the world is Yonge street in Toronto Canada measuring 1 896 km  1 178 miles    D,NONE,neutral
965, RT    Innovation lesson from every field of education  amp  work  University in Japan had graduates attend ceremony via  Robots during,"innovation,work",positive
966, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
967, RT    Because of ongoing UN WHO COVID 19 bioterrorism attack that is destroying Canada s economy by shutting down businesses acr,attack,negative
968, Welcome Mr  Lange as a learning resources teacher  He earned his BA in Arts and Media from Marshall University  amp  hi,welcome,positive
969, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
970, RT    Some great thoughts here on remote teaching  And tips,great,positive
971, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
972, RT    Universal basic income is the only way Canada will get though this  Millions of people have lost careers  Those jobs are,lost,negative
973, Tyndale University faculty have words of encouragement for students     TyndaleU  ENCOURAGEMENT  Toronto,encouragement,positive
974, RT     Attack on public health  prompts 10 ex Ontario health ministers to issue letter asking Ford to reverse cuts   CBC News https,"attack,issue",negative
975, RT    Excited to say that I have committed to Xavier University in NOLA to further my education and baseball career  I truly,excited,positive
976, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
977, RT    Today  we re featuring Jerzy Werbel  Jerzy attended the University of Poland  studying Education and Art  where his caree,NONE,neutral
978, So teaching isn t a real job  Or is it just teaching drama students learning communication skills,NONE,neutral
979, RT    The U S  Department of Education said USC failed to protect its students by not taking action after being notified about m,NONE,neutral
980, RT   75    Actually Prime Minister Trudeau   graduated from McGill University in 1994  and then the University of Br,NONE,neutral
981, RT       Even when you go to Canada there s no where Toronto  Mad,mad,negative
982, UAMS has a unique combination of education  research and clinical expertise that promotes and supports teamwork and,supports,positive
983, I got my masters degrees in history and education from the University of Florida  Where s,masters,positive
984, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
985, RT   bim    s customer facing team s virtual monthly meeting  amp  we have quite a global spread from   WhereIsMarkJones in Sea,NONE,neutral
986, RT   d   Even when you go to Canada  there s nowhere TORONTO,NONE,neutral
987, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
988, RT    More bad news at Canada s biggest newspaper  Toronto Star  to eliminate 85 positions  reduce executive pay as ad reven,bad,negative
989, RT       has become the first university to join the   Q Hub at     providing new opportunities for research and,NONE,neutral
990, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
991, Arrivals to Toronto bring own masks from Argentina  Canada still not giv      via,NONE,neutral
992, RT    Reminder that Cal Lutheran cares more about writing students up for alcohol than social justice  luv my education but damn,damn,negative
993, Fantastic   I enjoyed this here in Toronto  Canada     when are you going to play in our city,"fantastic,enjoyed",positive
994, RT    We would like to congratulate Zach Szul  Anthony Wayne  on his commitment to continue his education and play   at Ohio D,"like,congratulate,commitment",positive
995, RT   ATHLETICS  Congratulations to Alexa Day on her commitment to continue her education at James Madison University   Alexa is one of,"congratulations,commitment",positive
996, Because of ongoing UN WHO COVID 19 bioterrorism attack that is destroying Canada s economy by shutting down busines,attack,negative
997, What you mean by highly education   You are saying it because he invented Aloo Factory,NONE,neutral
998, Dexter  after the Offspring release the new album  hopefully soon in 2020  its time for you to do your n,NONE,neutral
999, RT     COVID19toronto updates     major donations to community food programs in Toronto           Sobeys  7 030 cases of food,NONE,neutral
1000, RT         wife is Dr  Jane O Meara Sanders  She has a PhD in Leadershio Studies in Politics  amp  Edu,NONE,neutral
1001, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1002, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1003, well of course you would say that  you re a doctor   jk  i respect the phd  it s my dream to hav,"well,respect",positive
1004, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1005, RT    Congratulations to our   promoted to Associate Professor at the University of Toronto    A leader at,congratulations,positive
1006, RT      what about The Islamia University of Bahawalpur they don t have even learning management system they are j,NONE,neutral
1007, RT    University of St  Thomas offers empty residence hall room to hospitals,NONE,neutral
1008, RT    We ve put together a list of resources for tenants facing housing  financial  and food insecurity in Toronto  You can also,insecurity,negative
1009, Hey from Toronto Canada,NONE,neutral
1010, RT    A lack of education can be as deadly as smoking  according to research from New York University,"lack,deadly",negative
1011, I know you ve heard it from everyone else but SGN 2 was brilliant  Thank u from this f,"brilliant,thank",positive
1012, fakenews,NONE,neutral
1013, RT    University of Central Oklahoma staff delivered 48 bottles of hand sanitizer  400 N95 masks  14 boxes of gloves  eight respir,NONE,neutral
1014, Is this true   Someone please tell me now,NONE,neutral
1015, 93 Biden later returned to school for her doctoral degree  studying under her birth name  Jill Jacobs  In Ja,NONE,neutral
1016, RT      We had 3 million masks that were stopped by U S  officials    we were able to get 500 000 N95 masks moving forward that shoul,NONE,neutral
1017, What are some of the misconceptions about data based decision making in  education  Read new  edresearch from ou,misconceptions,negative
1018, RT     The map    was created by Alex McClelland  a postdoctoral fellow at the University of Ottawa s criminology department  and,NONE,neutral
1019, RT    Government of Canada    has partnered with Philippine Airlines   for dedicated commercial flights from Manila to Va,dedicated,positive
1020, RT    I have a MEd  An education PhD is what so many administrators got because they had no expertise enough for a different field  T,enough,positive
1021, RT    This Thursday marks the anniversary of the Battle of Vimy Ridge  Help students understand Canada s most celebrated mil,celebrated,positive
1022, RT      This online education system is a complete flop  University s purpose is to educate not to complete the,NONE,neutral
1023, RT    From the very first signs that  COVID19 would arrive here in Ontario  we ve been hard at work with our frontline partn,NONE,neutral
1024, canada       That was Mr  Harper  too  They are amazingly picky abou,NONE,neutral
1025, bypandas   First time I saw them live  they opened for Blink 182 in Toronto Canada   fell in lov,fell,negative
1026, hili LmaO     I was gone at  even in Canada there is nowhere to run to  Toronto     DEAD,dead,negative
1027, RT    Learn how Purdue University is meeting online education demand in our latest Index post,NONE,neutral
1028, This is misinformation on steroids   The Canadian who took on Gwyneth Paltrow is debunking coronavirus myths   Tor,NONE,neutral
1029, RT    Azhae la Hanson     A sophomore at thee Xavier University of Louisiana   Currently studying elementary education  v,NONE,neutral
1030, Canada will continue to receive 3M respirators after new Trump deal    cdnpoli  covidcanada,trump,positive
1031, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1032, It s in Toronto  He lives in Canada full time,NONE,neutral
1033, Hello this is Kennedy Hudson  gradu,NONE,neutral
1034, has become the first university to join the   Q Hub at     providing new opportunities for research,NONE,neutral
1035, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1036, University of Minnesota campuses plan  alternative  coursework for summer,NONE,neutral
1037, RT     We are together  Stay strong Canada   About 100 000 face masks donated by the Confederation of Toronto Chinese Canadian Organi,strong,positive
1038, Hello this is Kennedy Hudson  graduating senior at Brusly High School  Furthering my education at Southern Universi,NONE,neutral
1039, Same    But I m aware that people are taught to be fearful  I believe strongly in changing education,fearful,negative
1040, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
1041, I am a Canadian citizen nd want to travel to Canada i register for ROCA I haven t receive any call fro,NONE,neutral
1042, RT    Girl A s biological father was a reputable lawyer who earned his degree from a prestigious university settled in Tokyo  A,"reputable,prestigious",positive
1043, RT    Proud to announce my commitment to further my education and play Division 1 hockey at Bentley University  Thanks to eve,"proud,commitment",positive
1044, Canada Ha  Ivan Groznyj   That s true  It is the good moment for Canadians do not become the same,good,positive
1045, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1046, RT   miller3  After a n  conversation with   I m honored to receive an opportunity to further my education  amp  play divisi,honored,positive
1047, RT    1  Seagate Convention Center  Lucas Co 2  Case Western University s Health Education Campus  Cuyahoga Co  3  Dayton Conv,NONE,neutral
1048, I read something that referred to York as his hometown university  so I thought he was fr,NONE,neutral
1049, RT   miller3  After a n  conversation with   I m honored to receive an opportunity to further my education  amp  play divisi,honored,positive
1050, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1051, RT    THEIR company makes hydroxychloroquine,NONE,neutral
1052, RT      We had 3 million masks that were stopped by U S  officials    we were able to get 500 000 N95 masks moving forward that shoul,NONE,neutral
1053, WOW Philippine Airlines are the SCUM of the industry  They have now cancelled my fiance s flight 2 times  and now t,NONE,neutral
1054, RT   Guidance  Congratulations to Patrick Coughlin who will be continuing his education at Stockton University   HHSwearwearegoing202,"guidance,congratulations",positive
1055, RT    Idea  closing streets to cars so people can safely exercise   especially when so few are on the road right now   shouldn t,"safely,right",positive
1056, RT    After talking with   I m extremely blessed to receive an offer to continue my education and football car,NONE,neutral
1057, RT    Thank you to my family  friends  and teammates for supporting me throughout the years in cross country and track  I would,"thank,supporting",positive
1058, RT    Premier Doug Ford called Chris Desloges a  champion and rockstar   during a Wednesday press conference  for his work as a s,"premier,champion,rockstar,work",positive
1059, RT    Doing Business with the Government of Canada is a half day seminar on April 9  It will guide you through the various a,NONE,neutral
1060, RT    Will the coronavirus spur Toronto to solve its housing crisis,crisis,negative
1061, Officially gave up on zoom university  I didn t pay for this type of education,NONE,neutral
1062, Note from a relative who applied today   you might need to have your 2018 tax return handy to apply  Federal COVID,handy,positive
1063, RT    up now at   is the april 4  2020 edition of the watt from pedro show w on air guest marco porsia,NONE,neutral
1064, RT    University of St  Thomas offers empty residence hall room to hospitals,NONE,neutral
1065, RT    Canadians needing financial help to ride out the COVID 29 crisis can apply for a new benefit starting today  The CERB  or Ca,NONE,neutral
1066, RT    When a basic income guarantee was tested in Canada in the 1970s  teen males decided to quit their jobs and go back to fin,guarantee,positive
1067, Even when you go to Canada there s no where Toronto  Thinkaboutit,NONE,neutral
1068, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1069, RT    3M says it will continue to send its coveted N95 respirators to Canada after reaching an agreement with the White House to im,NONE,neutral
1070, But the lesson everyone refuses to learn is why Scott Walker cut funding for the Unive,refuses,negative
1071, RT   Priore  I d like to wish a safe and successful  NationalStudentAthleteDay to all my guys  We have some of the best student athlet,"like,safe,successful,best",positive
1072, RT    Universities Australia warned that the coronavirus crisis could result in the loss of 16 per cent of the university wor,"warned,crisis,loss",negative
1073, 3M makes deal with White House  says Canada will continue to receive N95 masks    Thank you,thank,positive
1074, Gooderham Building   photography  Toronto  streetphoto  nightphotography  architecture  GooderhamBuilding  Ontario,NONE,neutral
1075, How to stay safe if venturing outdoors for essential reasons during COVID 19       StayAtHome,safe,positive
1076, RT    Senior Spotlight  Jordan Hill  Position  F M Years played  11 College  Hamline university     To study elementary educ,NONE,neutral
1077, RT    The Alberta Government just provided a  1 billion loan and over  4 billion in loan guarantees to TC Energy to build the K,NONE,neutral
1078, RT    More bad news at Canada s biggest newspaper  Toronto Star  to eliminate 85 positions  reduce executive pay as ad reven,bad,negative
1079, RT    BREAKING  Ontario has one week s worth of critical personal protective equipment stockpiled  Premier Doug Ford said Monday,"worth,protective,premier",positive
1080, Sell Montana to Canada for  1 Trillion to eliminate the national debt   Sign the Petition    via,debt,negative
1081, My guest for this episode is Dr  Sara Goldrick Rab  Professor of Higher Education Policy  amp  Sociology at Temple Univ,NONE,neutral
1082, AirCanadaRouge  A321  PremiumRouge Review  SAN to  YYZ    avgeek  aviation  aviationdaily,NONE,neutral
1083, I have a MEd  An education PhD is what so many administrators got because they had no expertise enough for a differ,enough,positive
